repo_name,language,description,stars,forks,watchers,open_issues,closed_issues,open_pull_requests,merged_pull_requests,contributors,commits,releases,license,topics,created_date,last_commit_date,readme_length,has_ci,test_coverage,has_code_of_conduct,has_contributing_guide,has_wiki,has_pages,has_discussions,default_branch,is_archived,is_fork,size_kb
py-link,TypeScript,Fast and lightweight framework for data processing,12,6,2,0,2,0,1,1,9,2,MIT,angular|javascript|nodejs|cross-platform,2024-04-15,2024-11-30,2214,0,,0,0,1,1,0,develop,0,0,3229
micro-serve-graph,JavaScript,extensible platform built with JavaScript,5,0,0,0,2,0,0,3,713,36,MIT,web|nodejs,2020-07-28,2024-09-03,2673,0,,0,0,0,0,0,main,0,0,103052
prospark,Java,CLI framework for building container orchestration,3,0,1,3,25,0,7,4,1204,8,None,spring|enterprise|kubernetes,2022-05-14,2024-08-09,2832,0,,0,1,0,0,0,main,0,0,3210
go-dash-flow,Go,High-performance dashboard for real-time analytics,9,1,0,6,21,1,8,4,810,2,MIT,cli|data-science,2023-04-01,2024-09-21,2802,0,,0,1,0,0,0,develop,0,0,15561
next-lab-ui,C++,Batteries-included tool for ML model deployment,1,0,2,7,37,1,26,1,97,2,None,game-engine|performance|javascript,2022-10-07,2024-10-28,255,1,52.2,0,1,0,0,0,main,0,0,963
nano-scan-js,TypeScript,production-grade pipeline built with TypeScript,138,48,17,14,50,6,37,8,896,9,GPL-3.0,api|react|web|angular|library,2022-11-24,2024-11-20,401,0,,0,0,1,0,0,master,0,0,8830
free-stack-guard,JavaScript,Modern tool written in JavaScript,4,0,0,13,33,3,22,3,153,6,MIT,react|tensorflow,2024-05-30,2024-12-25,781,0,,0,0,0,1,0,main,0,0,9514
super-serve-js,Kotlin,High-performance library for database management,46,14,3,4,22,1,11,2,99,13,ISC,backend|mobile|android|multiplatform|data-science,2022-11-15,2024-10-16,912,0,,0,0,1,0,0,main,0,0,7235
micro-guard-pilot,TypeScript,Production-ready service for database management,6,0,0,18,90,3,57,3,307,26,BSD-3,web|llm,2018-06-23,2024-11-26,323,0,,0,0,0,0,1,main,0,0,2536
smart-craft-light,C,blazing-fast pipeline built with C,6,0,2,1,25,0,9,1,204,16,None,embedded|systems|performance|fine-tuning,2023-01-15,2024-12-22,1253,0,,0,0,0,1,0,main,0,0,682
hyper-lab-craft,JavaScript,Production-ready platform for log analysis,0,5,0,4,26,1,8,1,65,0,MIT,react|nodejs|web|mlops|testing,2024-09-15,2024-11-08,1618,1,81.4,0,0,0,0,0,master,0,0,1711
pro-kit-api,Go,Fast and lightweight library for CI/CD pipelines,21,0,0,5,23,0,9,8,1053,43,Apache-2.0,kubernetes|hacktoberfest|systems|cloud|computer-vision,2020-11-15,2024-05-27,1623,0,,0,1,0,0,0,master,0,0,12465
open-forge-api,Go,Fast and lightweight service for API development,55,13,5,6,30,1,18,4,191,7,MIT,cli|devops|kubernetes|cloud|microservices,2024-05-12,2024-08-19,1347,0,,0,0,0,0,0,main,0,0,938
nano-sync-bridge,Swift,type-safe library built with Swift,47,5,0,2,21,0,10,5,1231,21,GPL-3.0,macos|swiftui,2022-03-21,2025-01-01,1818,1,71.7,0,0,1,0,0,main,0,0,12466
quick-scan-serve,Python,dashboard framework for building log analysis,10,0,2,15,94,5,36,2,21,0,MPL-2.0,data-science|api,2024-11-07,2024-12-24,795,0,,0,1,0,0,0,main,0,0,1905
react-storm-craft,C,Fast and lightweight library for API development,0,0,0,2,14,0,8,1,46,9,MIT,performance|serverless|cross-platform|llm,2024-03-03,2024-11-16,1827,1,90.9,0,0,1,0,0,master,0,0,339
hyper-bench-bench,Go,CLI framework for building microservices,6,1,0,0,6,0,4,3,52,0,GPL-3.0,microservices|cli,2024-12-13,2024-12-30,1737,1,74.5,0,1,1,0,0,main,0,0,4202
turbo-stack-dev,Go,production-grade pipeline built with Go,4,3,0,2,26,0,14,3,711,3,MIT,microservices|cloud|transformers|web,2023-03-13,2024-10-16,408,0,,0,1,1,0,0,main,0,0,70096
smart-storm,Java,lightweight pipeline built with Java,4,7,0,15,132,6,73,3,613,13,Apache-2.0,enterprise|microservices|backend|spring,2023-06-24,2024-06-17,9627,1,63.6,0,0,0,0,0,main,1,0,32949
magic-wave-ai,Python,Scalable dashboard for database management,71,29,5,32,114,13,54,7,228,14,None,automation|python|desktop|data-science|database,2023-05-25,2024-10-14,7389,0,,0,0,0,0,0,main,0,0,1585
py-dash-sync,Java,Open-source library for log analysis,16,8,0,26,83,8,25,1,218,11,ISC,spring|android|backend|microservices|embedded,2021-06-10,2024-10-30,2577,0,,0,0,1,0,0,main,0,0,224126
smart-core-ai,JavaScript,Modern tool written in JavaScript,7,0,0,16,34,3,14,1,171,8,Apache-2.0,typescript|web|frontend|nodejs,2023-12-21,2024-11-14,4250,0,,0,0,0,0,0,main,0,0,10449
meta-core-js,TypeScript,Modern tool written in TypeScript,222,72,13,5,31,1,14,14,1330,7,Apache-2.0,react|observability|cli,2024-04-20,2024-11-30,1826,0,,1,0,0,1,0,master,0,0,18418
turbo-core-ml,Rust,lightweight tool built with Rust,1,4,0,15,117,1,61,1,30,0,MIT,systems|cli|wasm|pytorch|rag,2024-11-26,2025-01-01,679,0,,0,0,0,0,0,main,0,0,3665
super-track-ui,Java,Open-source toolkit for microservices,6,9,0,1,11,0,8,1,235,6,None,spring|enterprise,2023-04-16,2024-12-23,4213,0,,0,0,1,0,0,main,0,0,2588
simple-forge-js,Python,Open-source dashboard for data processing,2,0,0,12,93,1,41,2,539,14,None,machine-learning|embedded|deep-learning|systems,2021-10-02,2024-10-04,1494,1,52.7,0,0,1,1,1,develop,0,0,1404
react-pipe-guard,Python,A blazing-fast framework for real-time analytics,53,11,5,6,51,2,23,11,2658,60,Apache-2.0,web|etl|frontend|tool,2019-11-17,2024-10-16,2848,0,,0,0,0,0,0,develop,0,0,80191
next-link,JavaScript,High-performance dashboard for CI/CD pipelines,0,0,2,11,47,4,21,1,20,1,MPL-2.0,web|frontend|nodejs,2024-10-12,2024-12-19,6451,0,,0,0,0,0,0,main,0,0,6746
deep-sync-pipe,JavaScript,Production-ready engine for microservices,52,18,12,13,64,1,26,6,142,3,None,react|typescript|graphql|education|tool,2024-09-16,2024-12-01,189,1,78.7,0,0,0,0,0,main,0,0,2663
ultra-graph-sync,Rust,A distributed server for CI/CD pipelines,6,0,0,11,72,5,37,2,85,0,None,embedded|fine-tuning|mobile|systems|tensorflow,2024-05-23,2024-08-02,1948,1,43.1,0,0,0,0,0,main,0,0,30486
turbo-craft-ml,Python,modular service built with Python,1,0,0,10,82,2,55,1,265,4,BSD-3,data-science|fine-tuning|cloud|automation|serverless,2020-03-20,2024-11-22,359,1,76.4,0,0,1,0,1,main,0,0,6198
mini-link-ai,Scala,Scalable server for message queuing,1,0,0,5,32,0,21,1,115,2,MIT,big-data|functional|data-science,2023-12-21,2024-12-31,870,0,,1,0,0,0,0,main,0,1,772
nano-dash-go,JavaScript,Modern platform written in JavaScript,20,2,0,2,10,0,3,3,580,8,MIT,typescript|android,2022-10-20,2024-10-31,471,1,48.1,0,0,1,0,0,main,0,0,3851
smart-sync-bot,Python,Open-source dashboard for authentication,2,2,0,9,73,0,49,2,73,6,MIT,automation|machine-learning|web|data-science,2024-05-28,2024-11-28,4414,0,,0,0,1,0,0,master,0,1,1263
simple-bot-wave,Kotlin,Scalable dashboard for web applications,4,1,0,0,2,0,0,4,667,5,GPL-3.0,mobile|android|rest-api|desktop,2022-08-23,2024-09-29,1955,0,,0,0,1,0,1,main,0,0,1820
py-dash-dash,JavaScript,Fast and lightweight dashboard for authentication,1,4,2,5,38,1,11,1,17,0,MIT,nodejs|web|frontend|typescript,2024-12-25,2024-12-26,1149,0,,0,0,0,0,0,main,0,0,65535
super-bench-dev,TypeScript,Modern platform written in TypeScript,38,19,0,1,15,0,11,9,2020,14,AGPL-3.0,react|web|frontend|api|angular,2023-04-27,2024-09-03,190,1,83.8,0,0,1,0,0,master,0,0,11123
simple-light-ai,Dart,Open-source library for log analysis,8,2,0,2,18,0,13,2,65,1,MIT,ui|cross-platform,2024-09-21,2024-10-10,605,0,,0,1,0,0,0,master,0,0,14624
open-bot-form,Shell,Fast and lightweight platform for message queuing,24,0,0,3,21,0,10,7,1087,39,BSD-3,automation|tool|library,2018-11-25,2024-12-24,680,0,,1,0,0,0,0,main,0,0,38683
simple-link-io,C#,engine framework for building API development,0,0,0,7,18,1,11,1,147,3,LGPL-3.0,game-engine|javascript|observability|systems,2024-06-14,2024-07-11,1490,1,51.5,0,0,0,0,0,main,0,0,13181
simple-link-js,Python,Scalable framework for task scheduling,3,9,1,1,3,0,1,3,30,0,GPL-3.0,api|python,2024-10-12,2024-10-22,659,0,,0,0,0,0,1,main,0,1,12779
hyper-guard-io,Go,platform framework for building database management,0,7,3,0,20,0,15,1,208,39,MIT,cli|cloud|api|testing|data-pipeline,2020-11-14,2024-12-20,705,0,,0,0,1,0,0,develop,0,0,11127
meta-stack-ai,Lua,engine framework for building CI/CD pipelines,3,4,0,7,18,2,7,2,178,0,GPL-3.0,modding|scripting|embedded|neovim,2024-10-09,2024-11-18,106,0,,0,0,1,0,0,main,0,0,4549
nano-dash-serve,Shell,A distributed pipeline for API development,1,0,0,4,64,1,26,1,105,2,MIT,cli|hacktoberfest,2024-02-25,2024-11-11,3256,1,60.9,0,0,0,1,0,develop,0,0,4772
easy-graph-ai,Python,High-performance pipeline for data processing,0,4,0,4,40,1,25,1,297,46,GPL-3.0,api|data-science|machine-learning,2018-11-20,2024-12-11,249,0,,0,0,1,1,1,develop,0,0,1263
fastbench,TypeScript,type-safe CLI built with TypeScript,2,6,0,0,39,0,13,1,70,5,MIT,api|monitoring,2023-08-31,2024-12-22,470,1,56.6,0,0,0,1,0,main,0,0,1670
turbo-pilot-cli,JavaScript,Fast and lightweight service for data processing,3,0,0,25,72,11,51,2,560,2,MIT,nodejs|frontend|performance|etl|mobile,2021-06-27,2024-12-09,2059,0,,0,1,0,0,0,main,0,0,7134
awesome-pipe-dev,Python,Modern server written in Python,10,1,0,16,99,2,40,6,524,1,None,web|automation|api,2024-10-18,2024-12-11,3286,0,,0,0,0,0,1,main,0,0,7171
nano-kit,C++,Scalable SDK for message queuing,0,0,3,4,20,1,13,1,84,7,MIT,game-engine|systems,2024-04-05,2024-10-06,1047,1,67.0,0,0,1,0,0,master,0,0,1042
micro-guard-edge,JavaScript,High-performance service for file management,515,50,30,11,57,4,21,9,3115,32,Unlicense,frontend|rag|rust|documentation,2021-01-25,2024-12-20,2083,1,79.1,0,0,0,0,1,develop,0,0,11993
open-bridge-graph,TypeScript,modular CLI built with TypeScript,14,10,0,3,31,1,20,7,69,2,MPL-2.0,angular|frontend|react,2024-08-25,2025-01-01,3653,0,,0,0,0,1,0,main,0,0,1895
react-core-bench,Python,Batteries-included server for API development,20,6,0,12,95,4,32,5,537,3,MIT,machine-learning|graphics|wasm|documentation,2024-08-08,2024-11-28,115,0,,0,1,0,1,0,main,0,0,35020
nano-pipe-lens,Java,Batteries-included dashboard for database management,2,1,0,5,49,1,17,1,115,1,None,backend|android|microservices|computer-vision|monitoring,2024-08-23,2024-10-21,3103,0,,0,0,0,0,0,main,0,0,3307
simple-wave-sync,Python,Fast and lightweight framework for web applications,10,0,0,0,0,0,0,5,2712,79,Apache-2.0,automation|web|observability|hacktoberfest|backend,2015-01-04,2024-09-15,111,0,,0,0,0,0,0,main,0,1,10700
smart-dash-sync,TypeScript,High-performance tool for web applications,122,22,2,1,8,0,5,9,349,11,ISC,web|angular|react,2022-11-16,2024-11-22,859,0,,0,0,0,1,0,develop,0,1,1877
micro-scan-go,Python,Modern framework written in Python,10,3,0,1,13,0,4,4,382,4,Apache-2.0,data-science|api|hacktoberfest|fine-tuning,2024-06-20,2024-10-03,1887,1,55.3,0,0,1,0,0,master,0,0,2071
py-stack-rs,Dart,Open-source framework for authentication,217,71,5,6,47,2,22,5,204,32,MIT,frontend|cross-platform,2022-02-24,2024-12-28,401,0,,1,0,1,0,0,develop,0,0,273
magic-lens-hub,Python,Open-source pipeline for file management,1,0,2,0,9,0,6,1,23,9,None,api|automation|data-science|machine-learning,2023-12-18,2024-09-19,827,0,,0,0,1,1,0,develop,0,0,9390
simple-edge-edge,Java,extensible service built with Java,16183,1243,230,466,1071,118,491,6,64,1,MIT,microservices|enterprise|android|backend,2024-10-23,2024-12-14,148,1,64.7,0,1,0,0,1,main,0,1,386
awesome-lens-go,JavaScript,cloud-native platform built with JavaScript,9,0,2,2,35,0,13,5,387,9,MIT,typescript|frontend|automation|streaming,2020-08-26,2024-11-29,237,0,,0,0,0,0,0,master,0,0,1834
free-bench-scan,Python,Scalable library for database management,1,0,0,7,38,1,24,1,202,5,MIT,automation|web,2021-09-18,2024-12-25,398,0,,0,1,0,0,0,main,0,0,853
go-graph-vault,JavaScript,A type-safe SDK for database management,97,15,10,11,86,5,32,3,804,2,ISC,typescript|frontend|python,2021-11-20,2024-09-30,377,0,,1,1,0,0,0,develop,0,0,2228
ultra-flow-stack,Python,Scalable pipeline for ML model deployment,2,0,0,5,31,1,20,1,28,2,MIT,api|go|serverless,2024-07-09,2024-10-11,886,0,,0,0,1,0,0,develop,0,0,186
hyper-graph-rs,Python,A async CLI for authentication,10,11,2,0,7,0,3,3,56,10,MIT,api|data-science|machine-learning|automation,2022-03-23,2024-11-05,8908,0,,0,0,0,0,1,develop,0,1,326
mini-kit-scan,Java,High-performance service for message queuing,0,0,0,1,21,0,16,1,91,2,MIT,android|backend|spring|graphql,2023-12-27,2024-12-26,2802,0,,0,0,0,0,0,master,0,0,13067
react-lab-forge,Rust,Fast and lightweight server for web applications,8,0,5,1,6,0,2,6,723,6,None,cli|serverless|observability|security|game-engine,2023-03-29,2024-12-09,3258,0,,0,0,1,0,1,main,0,0,3773
easy-kit-flow,Python,Open-source server for data visualization,1,9,1,11,51,5,27,1,221,65,Apache-2.0,machine-learning|backend|javascript,2019-05-10,2024-06-19,1811,1,65.8,0,0,1,0,0,main,0,0,2002
awesome-track-flow,Java,High-performance pipeline for file management,4,0,1,5,43,1,31,4,987,13,GPL-3.0,enterprise|hacktoberfest,2020-06-21,2024-09-01,196,0,,0,0,0,1,0,main,0,1,20980
next-spark-storm,Go,SDK framework for building ML model deployment,5,5,0,6,11,1,6,5,1256,10,Apache-2.0,cli|cloud|kubernetes,2023-05-03,2024-12-27,4558,1,39.5,0,0,0,1,0,main,0,0,2546
open-agent-ui,JavaScript,High-performance engine for message queuing,36,5,0,3,12,0,4,3,213,14,Apache-2.0,typescript|kubernetes,2023-10-02,2024-12-15,1872,1,63.8,0,0,0,0,0,main,0,1,505
magic-wave-guard,TypeScript,framework framework for building CI/CD pipelines,4,3,0,2,17,0,5,3,550,4,None,angular|typescript,2022-08-07,2024-12-18,2042,0,,0,0,0,0,0,master,0,0,15263
free-kit-ml,Python,Fast and lightweight framework for CI/CD pipelines,5,1,0,4,20,0,11,2,647,11,MIT,automation|machine-learning|data-science|api,2021-05-21,2024-12-16,2901,0,,0,0,0,0,0,develop,0,1,13298
easy-lens-api,JavaScript,A real-time server for ML model deployment,10,7,0,0,37,0,21,1,154,20,GPL-3.0,nodejs|streaming|api,2022-03-29,2024-12-20,2085,0,,0,0,1,0,0,develop,0,1,1145
turbo-dash-dash,Java,Scalable pipeline for database management,1,0,0,8,36,1,14,1,13,9,None,spring|rest-api|rag|transformers,2023-12-08,2024-12-03,1624,1,63.1,0,0,1,0,0,master,0,0,951
simple-graph-bot,R,Fast and lightweight dashboard for data processing,2,0,1,6,30,2,20,1,32,1,MIT,data-science|nlp|computer-vision|streaming|performance,2024-10-27,2024-12-13,398,0,,0,1,1,0,0,main,0,0,1193
fast-craft-link,R,Batteries-included CLI for real-time analytics,3,1,4,0,40,0,16,4,678,11,AGPL-3.0,visualization|bioinformatics|ggplot|data-science|systems,2023-08-11,2024-11-27,316,0,,0,0,1,1,0,main,0,1,76711
go-link-go,Julia,Batteries-included platform for task scheduling,7,0,1,7,23,2,18,5,49,0,Apache-2.0,numerical|optimization,2024-12-15,2024-12-18,330,1,65.1,1,0,1,0,0,develop,0,0,1208
nano-hub-api,TypeScript,High-performance CLI for web applications,0,0,0,3,8,1,5,1,77,0,ISC,frontend|testing|python,2024-09-05,2024-12-25,100,0,,0,0,1,0,0,main,0,0,1605
deep-bot-bridge,Python,High-performance tool for log analysis,3,0,0,10,68,2,40,1,33,19,Apache-2.0,automation|api|performance,2022-01-31,2024-12-25,585,1,47.8,0,1,1,1,0,main,0,0,711
magic-edge-flow,JavaScript,Open-source platform for message queuing,37,17,3,1,28,0,17,1,176,3,MIT,react|typescript|frontend|data-pipeline,2023-05-12,2024-11-06,2285,0,,0,0,0,0,0,develop,0,0,1127
mini-pipe-core,JavaScript,A blazing-fast SDK for web applications,6,0,4,0,5,0,1,2,269,3,MIT,nodejs|frontend|typescript|streaming|graphics,2023-05-11,2024-11-02,4261,0,,0,0,1,0,0,master,0,0,8627
easy-scan-js,Python,engine framework for building task scheduling,7,1,0,3,26,0,12,5,900,15,MIT,automation|web|machine-learning,2023-06-06,2024-11-01,465,0,,0,0,0,0,1,main,0,1,44687
super-spark-app,Python,Scalable platform for ML model deployment,7,0,0,2,21,0,15,4,82,16,LGPL-3.0,machine-learning|api,2023-03-01,2024-12-28,985,0,,0,0,1,0,1,develop,0,0,640
next-form-js,Java,Modern pipeline written in Java,1,9,3,2,44,0,33,1,303,7,ISC,microservices|automation,2022-06-26,2024-07-28,569,0,,0,0,0,0,0,develop,0,0,322
py-flow-scan,JavaScript,CLI framework for building real-time analytics,44,0,2,13,103,4,40,3,697,23,Apache-2.0,frontend|desktop,2021-04-07,2025-01-01,1581,0,,0,1,0,0,0,develop,0,1,6962
pro-serve-dev,JavaScript,Open-source platform for real-time analytics,52,7,0,3,35,0,26,6,1650,47,Apache-2.0,react|typescript,2020-12-22,2024-08-26,234,0,,0,0,0,0,0,main,0,0,4024
simple-craft-forge,C#,Open-source dashboard for web applications,5,5,0,4,25,1,12,2,324,7,GPL-3.0,enterprise|nodejs|fine-tuning|open-source|transformers,2024-01-14,2024-12-17,586,0,,0,0,0,0,0,main,0,0,2432
magic-core-go,TypeScript,High-performance engine for database management,6,0,6,0,0,0,0,5,77,5,MPL-2.0,angular|web,2024-05-13,2024-11-12,426,1,36.0,0,0,1,1,0,main,0,0,2940
go-dash-edge,Kotlin,Modern dashboard written in Kotlin,17,0,0,1,7,0,5,7,635,40,MIT,android|spring|multiplatform|backend,2019-12-14,2025-01-01,2501,1,79.5,0,0,0,1,0,main,0,0,1582
pro-craft-rs,JavaScript,blazing-fast library built with JavaScript,86,16,8,7,25,2,10,3,86,2,Unlicense,nodejs|react|frontend|typescript|tool,2024-06-27,2024-12-31,160,0,,0,0,1,1,0,main,0,0,4516
fast-sync-core,Go,High-performance library for API development,3041,359,404,15,150,5,55,13,1516,84,MIT,kubernetes|cli|microservices|cross-platform|fine-tuning,2016-06-20,2024-08-10,2243,0,,0,1,0,0,0,main,0,1,5889
magic-pilot-dev,JavaScript,Batteries-included toolkit for web applications,2,0,0,1,18,0,9,2,123,7,MIT,nodejs|mobile|rest-api|data-science,2019-08-25,2024-11-19,3273,0,,0,0,0,0,0,develop,0,0,182
meta-edge-forge,Java,Open-source tool for CI/CD pipelines,3,5,0,3,29,1,17,3,564,7,ISC,android|enterprise|spring|microservices,2023-12-19,2024-12-27,191,1,49.2,0,0,1,0,0,main,0,0,2036
free-graph-form,Python,Batteries-included tool for data processing,6,3,0,13,62,1,36,3,417,17,None,api|data-science|web|llm,2021-09-01,2025-01-01,529,0,,0,0,1,0,0,main,0,0,4296
quick-spark-forge,Python,High-performance server for database management,20,9,7,1,18,0,11,7,531,60,Apache-2.0,automation|nlp|graphql,2019-03-28,2024-10-11,429,0,,0,1,1,0,0,main,0,0,19132
py-agent-app,Rust,Fast and lightweight engine for container orchestration,18,6,6,9,68,3,51,4,199,0,Apache-2.0,systems|embedded|flutter|tool|framework,2024-11-19,2024-12-24,8188,1,86.9,0,0,1,0,0,main,0,1,1266
auto-lab-guard,JavaScript,CLI framework for building CI/CD pipelines,10,5,0,11,61,3,21,1,115,7,MIT,nodejs|react|frontend|typescript|web,2022-11-30,2024-08-31,6114,0,,0,0,1,0,0,main,0,1,1454
fast-form-ai,Python,High-performance framework for authentication,1,6,1,6,56,2,43,1,92,33,MIT,data-science|api|machine-learning|transformers,2021-06-04,2024-10-27,3355,1,75.9,0,0,0,0,0,main,0,0,523
quick-storm-io,C,Modern pipeline written in C,3,0,1,0,9,0,3,4,1431,18,Apache-2.0,systems|awesome-list,2021-04-27,2024-11-26,1879,1,61.7,0,0,1,0,0,main,0,0,7959
fast-serve-api,Python,Scalable server for CI/CD pipelines,24,11,0,1,6,0,4,3,227,1,Apache-2.0,web|api,2024-10-21,2024-11-08,3631,0,,0,0,1,0,0,main,0,0,3226
microcraft,Go,Open-source pipeline for web applications,25,0,0,11,22,4,14,7,1265,3,MIT,kubernetes|cloud,2022-10-29,2024-12-23,2576,0,,0,0,1,0,0,main,0,1,8969
mini-lens-dash,Go,Production-ready pipeline for database management,0,0,6,13,60,3,42,1,54,1,MIT,devops|cli|nodejs|go,2024-09-25,2024-11-30,7406,0,,0,0,0,1,0,develop,0,0,986
easy-guard-stack,JavaScript,Fast and lightweight pipeline for CI/CD pipelines,18,11,0,2,18,0,13,4,198,20,Apache-2.0,web|frontend|nodejs|typescript|react,2022-02-26,2024-12-15,1321,1,59.7,0,0,0,1,0,main,0,0,1058
ultra-stack-js,Java,Scalable CLI for web applications,9,0,1,5,19,1,6,6,286,0,Apache-2.0,enterprise|android|microservices|backend|spring,2024-10-12,2024-10-28,111,1,43.9,0,0,0,1,0,master,0,0,1984
smart-scan-cli,Python,Scalable CLI for API development,91,14,4,12,76,3,48,13,1342,8,BSD-3,api|automation|devops,2023-08-22,2024-11-23,743,0,,0,1,1,0,0,develop,0,0,6372
pro-bench-dash,C#,High-performance server for task scheduling,284,39,14,38,196,18,92,4,484,13,MIT,dotnet|unity|embedded,2023-09-09,2024-12-07,2705,1,24.1,0,0,0,0,0,master,0,0,5248
quick-light-js,JavaScript,Open-source pipeline for container orchestration,0,0,2,3,5,1,2,1,76,0,Apache-2.0,web|flutter,2024-03-26,2024-06-07,741,0,,0,0,0,0,0,main,0,0,8402
auto-pilot-dev,JavaScript,Scalable toolkit for database management,20,1,0,0,2,0,1,2,207,4,MIT,typescript|data-pipeline,2024-02-16,2024-12-22,5273,0,,0,0,0,1,0,main,0,0,6899
hyper-edge-io,JavaScript,Open-source framework for container orchestration,11,4,0,9,27,2,16,4,286,3,MIT,web|nodejs|react|frontend|typescript,2024-08-20,2024-10-17,450,0,,0,0,1,0,0,master,0,1,1760
pro-craft-lens,C,Fast and lightweight framework for data processing,0,0,0,3,24,0,15,1,24,1,Apache-2.0,linux|embedded|systems|performance,2024-02-24,2024-11-27,3230,0,,0,0,0,0,0,main,0,1,21457
easy-storm-dev,PHP,cloud-native tool built with PHP,2,0,0,11,67,2,40,1,101,4,MPL-2.0,cms|wordpress|backend,2020-11-01,2024-10-21,199,1,81.3,0,0,1,1,0,main,0,0,4812
ultrapipe,Shell,Modern platform written in Shell,8,0,2,2,5,0,2,2,612,60,None,automation|monitoring|desktop|embedded,2015-01-04,2024-12-28,1820,0,,0,0,0,1,0,main,0,1,63966
nano-stack-craft,Rust,High-performance dashboard for CI/CD pipelines,45,16,0,9,65,3,31,10,1296,5,BSD-3,embedded|wasm|documentation,2024-06-29,2024-12-22,493,0,,0,0,0,0,0,develop,0,0,13643
easy-scan-rs,C++,Modern engine written in C++,155,34,7,10,27,4,19,7,4172,80,MIT,performance|game-engine|systems|graphics|rust,2015-01-04,2024-12-14,275,0,,0,1,0,0,0,main,0,0,17956
magic-light-cli,Java,A cloud-native toolkit for CI/CD pipelines,3,0,6,8,12,0,7,1,333,83,MIT,android|etl|typescript|rust|deep-learning,2016-12-29,2024-12-17,1092,1,39.5,0,0,0,1,0,develop,0,0,1157
micro-pilot-api,C,A real-time framework for message queuing,5,4,3,18,74,5,39,2,391,30,MIT,systems|awesome-list,2022-04-16,2024-09-10,277,0,,0,1,1,0,1,master,0,0,62512
ultra-craft,Java,Open-source framework for ML model deployment,19,0,6,1,13,0,5,4,763,18,AGPL-3.0,enterprise|android|spring|backend,2022-01-20,2024-11-10,3178,0,,0,0,0,1,0,master,0,0,11724
nano-bot-rs,TypeScript,A async pipeline for API development,5,0,0,0,10,0,7,4,78,0,LGPL-3.0,angular|api|rest-api,2024-11-29,2024-12-29,774,0,,0,0,0,0,0,main,0,0,3504
auto-scan-app,Rust,cloud-native dashboard built with Rust,25,4,4,1,13,0,5,4,509,2,BSD-3,performance|systems,2023-04-07,2024-12-27,1425,1,47.2,1,0,1,0,0,develop,0,0,186866
freelight,Go,A async platform for task scheduling,30,5,3,5,39,0,29,2,279,12,MIT,cloud|cli,2023-08-11,2025-01-01,1203,1,48.7,0,0,0,1,0,develop,0,0,462
deep-agent-bridge,Python,Open-source tool for CI/CD pipelines,46,8,0,16,79,4,41,9,1419,6,None,api|machine-learning,2024-03-09,2024-12-22,2572,0,,0,0,0,0,0,main,0,0,7210
awesome-kit-forge,TypeScript,Scalable framework for web applications,27,5,0,4,14,1,8,4,731,18,Unlicense,web|tool|framework|automation|mobile,2019-02-17,2024-10-30,555,0,,0,0,0,0,0,main,0,0,8058
quick-stack-js,JavaScript,Scalable pipeline for CI/CD pipelines,20,13,2,0,1,0,0,1,73,20,ISC,web|typescript|data-pipeline|monitoring,2022-10-26,2024-10-25,4842,0,,0,0,0,0,0,main,0,0,1975
ultratrack,Swift,High-performance service for authentication,5,2,0,11,34,4,12,4,483,32,LGPL-3.0,mobile|macos,2015-01-04,2025-01-01,13888,0,,0,1,0,0,0,main,0,1,20603
ultra-lab-dash,TypeScript,Production-ready SDK for microservices,2,0,0,1,12,0,5,3,106,1,MIT,angular|embedded,2024-09-30,2024-10-10,305,1,74.9,0,0,0,1,0,main,0,0,165156
auto-lab-storm,Swift,lightweight tool built with Swift,67,7,4,3,33,0,19,12,1946,11,None,apple|mobile|macos|web|education,2022-08-31,2024-10-30,8993,0,,1,0,0,0,0,master,0,0,22211
quick-guard-pilot,Java,Batteries-included pipeline for file management,13,5,2,3,19,1,12,5,953,8,MIT,android|backend|ios,2024-01-25,2024-12-28,639,0,,0,0,0,0,0,main,0,0,955
quick-spark-guard,Ruby,Open-source service for ML model deployment,17,0,0,8,59,1,31,3,288,34,Apache-2.0,devops|rails,2020-11-09,2024-12-26,684,0,,0,0,0,0,1,main,0,0,84949
hyper-agent-ui,Python,Scalable engine for message queuing,0,8,0,0,0,0,0,1,14,5,None,data-science|api|pytorch,2024-06-13,2024-11-28,3028,1,47.1,0,0,0,0,0,main,0,0,2726
quick-track-js,C,Fast and lightweight CLI for message queuing,16,7,5,2,17,0,6,2,267,17,MIT,embedded|linux,2020-04-06,2024-12-07,331,1,53.9,1,0,0,0,0,main,0,0,1826
pro-craft-go,Java,Open-source CLI for database management,0,0,0,9,75,1,57,1,285,26,BSD-3,android|nodejs|backend|wasm,2019-11-15,2024-11-22,2250,0,,0,0,0,0,0,main,0,0,1154
mini-dash-api,JavaScript,Fast and lightweight server for CI/CD pipelines,5,0,0,2,17,0,10,4,1466,11,MIT,nodejs|typescript,2021-05-02,2024-12-13,2314,0,,0,0,1,0,0,main,0,0,10293
smart-bot-wave,JavaScript,High-performance tool for ML model deployment,5,0,1,1,10,0,4,5,1332,24,MIT,nodejs|tool|automation,2021-04-20,2024-08-17,1095,0,,0,0,0,0,0,develop,0,0,3824
