stars,forks,language,total_commits,issues_count,team_size,KLOC,Effort_pm
6,4,Java,224,6,4,11.2,1.0536015652993855
9,2,PHP,47,1,2,2.35,0.2334089268602183
6,0,Python,75,3,4,3.75,2.2019907360481383
12,0,Python,922,4,4,46.1,11.77855542304665
9,8,Go,1371,0,6,68.55,19.26906779317179
191,26,JavaScript,204,13,4,10.2,3.1486506117881508
1,4,C#,88,0,1,4.4,1.3687580453242105
3,2,Shell,418,9,3,20.9,6.434104302335992
5,6,Ruby,3,20,1,0.15,0.1
10,0,Kotlin,788,2,4,39.4,11.569503309584286
1,0,Java,58,2,1,2.9,0.1
14,6,Swift,440,1,5,22.0,6.29028700881937
6,7,JavaScript,86,1,1,4.3,1.6613523625133322
0,13,Python,99,1,1,4.95,2.0460540226478496
19,4,Rust,921,0,3,46.05,15.35457787239637
28,0,Python,434,4,3,21.7,7.6679706345618985
0,0,Scala,119,6,1,5.95,0.11166335026767715
0,0,C++,218,0,1,10.9,4.103822204950138
7,0,Dart,87,1,2,4.35,3.353715432368477
0,0,JavaScript,58,6,1,2.9,0.30105547279409806
13,0,Java,625,2,6,31.25,9.045050262840087
18,4,C#,294,2,4,14.7,4.9243650811519775
11,1,JavaScript,252,3,5,12.6,3.4290859027196117
11,0,Go,201,9,6,10.05,2.208429725897067
0,0,Rust,82,0,1,4.1,2.1005241578540668
65,14,Julia,392,0,3,19.6,5.321797214762861
1,2,C#,64,2,1,3.2,0.1
17,3,Python,1699,2,7,84.95,25.37071837669766
433,78,Java,3408,11,8,170.4,53.57636277121452
5,0,Go,171,3,4,8.55,4.321336749572838
3,2,Python,90,1,3,4.5,3.2197643904826156
16,2,TypeScript,208,0,6,10.4,3.6355198416196868
2,1,JavaScript,204,16,2,10.2,1.8160883209271874
6,3,Python,422,0,2,21.1,4.236651810689005
3,1,Java,231,3,1,11.55,3.2233791768171844
39,7,Python,854,1,9,42.7,14.443362166408754
19,0,Go,1450,8,7,72.5,21.19766812671684
9,0,Python,723,1,3,36.15,10.979120494764466
6717,1869,C#,7303,173,18,365.15,122.33047579633968
10,6,JavaScript,74,0,5,3.7,0.5835365438255431
1,2,Scala,115,0,1,5.75,0.8125290798633396
27,4,Python,1602,10,6,80.1,24.28559123021972
60,15,Java,256,11,5,12.8,4.674070918352865
20,3,JavaScript,628,1,3,31.4,8.698317151312379
10,3,JavaScript,246,2,3,12.3,3.0305366897516515
4,3,Java,124,2,2,6.2,2.500022253522431
1,13,Swift,72,6,1,3.6,0.823594620541244
23,0,C,152,2,4,7.6,1.6361955032049764
2,16,JavaScript,335,4,2,16.75,5.305720846275497
0,0,Python,23,2,1,1.15,1.8861704281057667
2,2,C#,144,0,2,7.2,0.8303599673637152
1,0,Go,25,1,1,1.25,0.1
15,3,JavaScript,491,3,6,24.55,6.916146837316681
3,5,Ruby,46,3,3,2.3,1.5092132050146068
9,1,Java,162,1,4,8.1,3.722463903815347
1,4,Rust,286,2,1,14.3,4.048999558514132
159,15,TypeScript,2113,15,6,105.65,31.275170369890603
29,0,TypeScript,1580,0,4,79.0,22.35447722816816
12,5,JavaScript,566,3,7,28.3,9.34208725129635
40,11,Ruby,804,10,8,40.2,12.197903458202791
0,0,Python,303,0,1,15.15,6.111794406579698
249,80,Ruby,985,10,7,49.25,14.616046462007644
2,2,PHP,1061,1,3,53.05,16.333416576166815
21,0,C#,158,18,7,7.9,2.9296408765808413
9,4,Python,471,10,2,23.55,6.456243773162866
5,7,JavaScript,631,0,3,31.55,9.514193906562287
19,13,Java,672,4,3,33.6,8.993726630698076
68,18,Go,1469,3,12,73.45,23.13033348975416
14,5,C,1142,7,5,57.1,19.27237700001745
3,1,TypeScript,51,3,1,2.55,0.1
2,0,Kotlin,204,5,1,10.2,0.7815571528831247
6,0,Python,57,6,3,2.85,0.4916146599417924
21,10,TypeScript,745,14,5,37.25,11.201134205692776
3,0,Python,18,3,1,0.9,0.1
9,3,C#,136,0,5,6.8,0.4860218251492032
64,16,Python,1097,9,4,54.85,17.775077657540546
1,6,JavaScript,389,1,2,19.45,6.55927705524741
7,0,Ruby,691,2,5,34.55,11.713812480842119
15,6,Go,541,0,4,27.05,6.949342501619335
1,0,Python,25,2,1,1.25,0.1
447,91,Python,517,3,5,25.85,8.369417878648871
15,8,Java,233,0,1,11.65,4.459717093924762
3,0,JavaScript,579,7,3,28.95,7.1421857573280025
2,0,JavaScript,168,0,2,8.4,1.7595601404433396
233,39,Rust,2210,11,9,110.5,32.949523580446446
19,5,JavaScript,729,5,8,36.45,10.388009273466448
3,4,Go,22,2,3,1.1,2.354571087564309
5,0,TypeScript,651,3,3,32.55,8.610842970688674
0,0,JavaScript,40,28,1,2.0,0.9883646677567172
31,8,Python,597,3,8,29.85,8.634057720774635
9,7,JavaScript,460,6,2,23.0,7.756605260058578
32,8,Python,2147,9,9,107.35,32.748458118983216
4,3,JavaScript,13,3,1,0.65,0.1
6,4,C,733,10,2,36.65,9.579410966854928
4,11,Swift,196,12,1,9.8,3.3452858229284366
0,0,TypeScript,57,3,1,2.85,0.5438727359955602
1,0,Go,406,6,1,20.3,5.019872618494601
2,0,Go,52,0,1,2.6,2.099925529779012
9,5,Swift,1548,11,4,77.4,23.482535767827553
40,10,JavaScript,1382,7,5,69.1,21.021809535380466
4,2,JavaScript,309,2,3,15.45,5.282082844051723
1,0,JavaScript,124,2,1,6.2,2.1286147638381565
6,0,Python,381,2,5,19.05,5.5067019836100375
0,0,JavaScript,143,2,1,7.15,1.4956634301640102
2,5,Kotlin,52,2,1,2.6,1.2935318143050916
1,0,C,70,1,1,3.5,2.1067494233986026
55,2,Python,399,4,3,19.95,6.74613077454787
17,0,Java,863,1,3,43.15,11.527511548606405
0,1,TypeScript,41,12,1,2.05,0.1
2,0,Java,119,6,3,5.95,2.090288317039287
1,5,Go,90,4,1,4.5,0.4844357271456825
2,0,Python,742,13,3,37.1,13.276972042981265
1,0,Swift,76,0,1,3.8,0.23193683232314966
1,0,Julia,135,2,1,6.75,1.2387756956415763
54,18,Rust,406,14,9,20.3,7.288116462588784
3,0,C++,227,3,1,11.35,2.447815704300484
6,0,Java,602,4,2,30.1,7.8889623936595505
0,0,JavaScript,45,0,1,2.25,0.9003569550652131
15,1,Python,177,2,3,8.85,3.237995680933574
26,8,Go,361,0,3,18.05,6.431713910006371
2,0,Python,208,16,3,10.4,4.149022000067175
40,9,Swift,501,6,6,25.05,7.74061071288373
0,0,TypeScript,451,4,1,22.55,6.015107411980065
30,7,TypeScript,950,15,4,47.5,13.31292147909648
56,0,JavaScript,1812,2,8,90.6,27.947335494539544
34,12,Dart,1434,7,7,71.7,22.884591829607544
47,6,Python,2066,1,10,103.3,31.0623404853856
299,90,Python,1456,6,12,72.8,22.768253812929572
12,6,Python,121,1,7,6.05,0.1
5,6,Rust,291,11,3,14.55,4.398863225334515
1,11,R,79,10,1,3.95,3.2089507032592417
0,0,JavaScript,166,0,1,8.3,1.8270925223548593
3,0,C,146,8,1,7.3,3.46735363355445
0,2,JavaScript,297,4,1,14.85,3.048805051650308
15,11,Rust,470,3,4,23.5,6.2894186978776725
14,12,Python,114,3,2,5.7,2.013018950673858
8,0,Java,17,12,2,0.85,0.1
3,0,Rust,338,5,2,16.9,4.589574842996178
47,13,Go,827,5,11,41.35,11.983717702290209
5,5,JavaScript,605,2,3,30.25,8.932312918886746
400,134,Swift,1598,2,9,79.9,24.800546132705783
16,0,Julia,339,4,7,16.95,5.308053087708073
0,2,Java,64,1,1,3.2,0.6607859136438876
0,4,Rust,97,9,1,4.85,0.9662482734558276
1,0,PHP,28,2,1,1.4,0.4992714254490662
1,6,JavaScript,125,6,1,6.25,2.6072127353371086
1,5,Kotlin,114,16,1,5.7,1.4416020594022552
3,0,JavaScript,264,4,1,13.2,4.841866696433962
12,5,Ruby,44,0,2,2.2,0.1
0,4,Python,133,2,1,6.65,1.307722592505074
10,6,JavaScript,61,6,2,3.05,1.5421512199134262
36,10,Go,1865,25,6,93.25,26.427892736815643
0,0,Java,154,6,1,7.7,3.5556972774899602
0,1,Kotlin,95,4,1,4.75,0.1
12,0,R,512,20,5,25.6,9.272705236850708
8,7,Python,734,1,5,36.7,11.13464548746246
12,7,JavaScript,456,1,4,22.8,8.17017447941625
19,11,TypeScript,118,2,4,5.9,1.3805573241358358
1,0,Java,192,1,1,9.6,2.1724634054328864
6,5,Java,200,2,2,10.0,1.8409136174309895
65,14,Kotlin,148,4,3,7.4,2.701581075977564
2,0,Ruby,36,0,1,1.8,0.19760081981215144
30,15,Python,207,9,9,10.35,2.360666427721851
7,3,Java,1182,6,3,59.1,16.72487927022647
3,0,Rust,85,6,1,4.25,0.1
872,258,Java,634,10,6,31.7,8.999315979806987
20,0,Python,328,8,2,16.4,4.878441547223049
782,125,TypeScript,976,31,18,48.8,16.4566094293873
14,5,TypeScript,10,9,3,0.5,0.9144241188393216
0,0,JavaScript,57,1,1,2.85,1.0862922518359213
2,7,Ruby,332,26,3,16.6,5.09726053745701
5,1,JavaScript,1145,9,2,57.25,16.922670088704585
9,6,Go,352,0,3,17.6,3.7540899325377306
16,6,Java,211,1,3,10.55,2.3155191107473527
11,7,Kotlin,282,5,5,14.1,3.7030936091749957
7,0,Python,27,1,2,1.35,2.430364765112891
63,7,Python,702,5,5,35.1,9.79157693036075
5,0,JavaScript,533,4,2,26.65,7.205160720621253
2,3,TypeScript,36,1,1,1.8,0.1
391,115,JavaScript,582,0,4,29.1,7.763636535147986
5,0,Ruby,44,0,3,2.2,1.1352793616880712
9,1,JavaScript,100,2,1,5.0,1.657751210718657
0,8,Python,30,0,1,1.5,0.1
38,0,TypeScript,654,3,5,32.7,8.731911262808769
8,5,Ruby,571,8,5,28.55,7.754190488590915
5,6,Kotlin,599,1,1,29.95,4.907530943732697
641,62,C#,125,13,12,6.25,3.8815256037496475
13,11,Go,217,1,2,10.85,2.157237492114744
6,5,C#,431,2,3,21.55,5.694881182570323
29,4,C++,1021,2,5,51.05,14.347092848190309
119,14,JavaScript,4646,12,10,232.3,73.05065707351396
1,2,Go,52,3,1,2.6,0.1
379,28,Ruby,2684,5,16,134.2,42.5529763272793
322,70,JavaScript,1360,18,9,68.0,20.146732590661674
116,21,Rust,1003,5,10,50.15,15.275846469871341
1,0,Java,30,1,1,1.5,0.17729070769084598
3,1,Java,149,9,3,7.45,2.9265395803278587
9,0,Python,1470,6,6,73.5,20.79866719772181
2,0,C++,431,10,3,21.55,7.023621265000484
2,0,Kotlin,477,6,2,23.85,7.6937158271902275
0,4,Python,41,2,1,2.05,0.1
7,6,TypeScript,129,13,1,6.45,2.928572432232317
6,1,Python,251,1,2,12.55,4.767922318355495
6,11,Python,1135,5,4,56.75,16.101421884186244
2774,793,Lua,206,49,9,10.3,3.4985621423447513
3,3,Java,71,1,1,3.55,0.5374017183592107
18,3,TypeScript,263,2,3,13.15,3.3450432736800653
9,1,JavaScript,183,5,2,9.15,3.398546110638809
2,3,Lua,477,0,2,23.85,6.5319719815076125
81,19,JavaScript,1608,4,9,80.4,26.105852039182963
0,2,C#,42,0,1,2.1,0.9569990191231474
10,4,JavaScript,717,6,3,35.85,12.32853525396267
24,6,Python,3144,6,8,157.2,49.8452614628187
49,22,C++,336,14,3,16.8,4.445132723640913
3,0,Python,114,0,2,5.7,0.1
13,1,C++,244,12,4,12.2,3.995113790282795
30,3,JavaScript,15,5,5,0.75,0.9222873441245206
0,0,C#,215,1,1,10.75,3.205450279411844
39,19,Ruby,16,7,1,0.8,1.601949457714639
0,0,C#,209,15,1,10.45,2.488520750832249
1,2,Python,88,4,1,4.4,1.4002772602167308
164,53,C++,1591,6,13,79.55,25.535552661327902
1,0,R,39,6,1,1.95,0.21517694554045558
27,10,JavaScript,663,5,3,33.15,10.353212562825577
181,53,JavaScript,268,3,9,13.4,2.4293099705245327
31,4,PHP,571,0,10,28.55,6.659037656856527
1,5,Python,136,5,1,6.8,0.6344087857378706
0,1,C++,185,5,1,9.25,1.92042533669899
4,2,Ruby,82,5,3,4.1,1.5193141476212477
9,0,Python,749,7,5,37.45,12.024287730325263
6,4,Go,246,7,4,12.3,4.5866128842687655
22,1,Go,84,3,2,4.2,1.5306595761049526
145,17,JavaScript,107,5,7,5.35,1.8348542072337832
20,5,Kotlin,1467,2,5,73.35,21.517431850358257
16,9,Python,77,3,7,3.85,0.1
0,7,TypeScript,102,2,1,5.1,0.6924923518064428
55,26,Swift,2210,0,11,110.5,37.224302818406194
10,6,JavaScript,247,23,1,12.35,3.30404443360839
12,6,Swift,2112,7,4,105.6,28.8328902735832
0,5,Python,4,2,1,0.2,0.1
115,22,Java,682,8,9,34.1,12.451249036959226
68,10,Python,419,4,2,20.95,6.191908367151844
9,0,C++,882,5,3,44.1,14.72355102677308
20,8,PHP,419,6,2,20.95,4.013354871979976
32,0,Swift,1027,9,6,51.35,14.905159024369478
0,2,Lua,68,0,1,3.4,0.605443686922378
28,8,C++,1958,1,8,97.9,31.91561313418576
24,9,Ruby,543,2,2,27.15,7.613360373619014
7,0,Java,1095,0,3,54.75,15.175667366925516
7,3,C,325,0,5,16.25,4.717292052047437
0,0,Rust,138,0,1,6.9,1.1949324702619417
61,24,Scala,348,4,3,17.4,4.604811871711186
0,5,JavaScript,34,5,1,1.7,0.8936604889694888
13,0,Java,66,0,3,3.3,2.695991717710487
48,22,C#,1257,4,7,62.85,16.12472109409601
18,4,JavaScript,387,2,5,19.35,4.5563175141864924
19,0,JavaScript,53,2,2,2.65,1.1471461518812034
1,0,Julia,155,1,1,7.75,2.555519651540411
56,14,TypeScript,334,4,8,16.7,4.998298312764522
19,1,JavaScript,246,0,6,12.3,4.214358946960944
4,0,JavaScript,440,9,3,22.0,5.740960752011106
21,0,TypeScript,121,15,3,6.05,1.86203675299947
0,0,Rust,15,0,1,0.75,0.1
18,0,C,521,4,3,26.05,7.924947009180714
3,0,Lua,194,0,1,9.7,1.4020980081928962
0,0,Rust,104,1,1,5.2,0.20183812340026508
7,9,C++,83,4,2,4.15,1.3628255316302884
12,2,JavaScript,150,10,7,7.5,2.0346502472744312
9,4,Kotlin,78,1,1,3.9,0.1
0,5,JavaScript,20,1,1,1.0,1.0369405261630653
34,0,Python,1499,1,4,74.95,22.09080692738379
3,0,Julia,165,9,2,8.25,1.9767380302611917
8,4,Kotlin,173,5,2,8.65,1.3304341960604922
9,0,JavaScript,1145,0,6,57.25,15.974154532201494
9,6,C++,16,9,1,0.8,0.1
3,8,Java,114,15,1,5.7,2.3814335948460794
0,0,JavaScript,116,0,1,5.8,0.826515328670703
4,0,JavaScript,732,2,2,36.6,11.090641988756134
2,0,Python,168,1,1,8.4,2.501283720847
23,3,Go,347,2,3,17.35,5.910437643905536
20,1,Java,297,4,2,14.85,4.416504823341691
2,0,Java,253,12,1,12.65,4.977527870436461
13,4,JavaScript,1247,10,3,62.35,18.773720013364702
5,1,Shell,132,1,2,6.6,0.1
10,6,Rust,102,10,1,5.1,2.7360314954045726
228,74,Scala,831,3,10,41.55,12.87068335820737
24,13,Python,1742,15,7,87.1,26.976608309206913
240,21,Rust,1678,3,12,83.9,26.24406062507778
5,0,Swift,73,11,1,3.65,1.0937438849333094
0,0,JavaScript,290,5,1,14.5,3.716121106083218
5,3,JavaScript,33,4,4,1.65,0.1
11,7,JavaScript,482,15,7,24.1,6.783850754875961
154,39,JavaScript,4807,7,13,240.35,76.88417521039244
17,3,Java,587,9,2,29.35,7.510647973187182
7,4,JavaScript,635,2,5,31.75,11.104529641216569
27,13,JavaScript,354,6,4,17.7,5.595146178078825
4,0,Rust,56,4,1,2.8,1.3076134850783454
6,0,Python,353,0,2,17.65,2.6135044024092573
2,14,TypeScript,129,3,1,6.45,1.987044792286084
1,4,C++,45,2,1,2.25,1.356131026059135
2,3,Python,411,2,3,20.55,5.4308270965087955
6,6,JavaScript,399,7,4,19.95,6.315551961259582
7,0,JavaScript,445,2,4,22.25,7.00913705804829
31,7,Python,579,1,3,28.95,9.577347587018613
141,24,Java,1639,7,11,81.95,26.690526637357447
7,4,Python,182,10,2,9.1,3.691715443855493
79,8,JavaScript,1189,3,5,59.45,16.676630115633078
61,13,R,911,3,6,45.55,14.132588499157764
0,0,C,172,3,1,8.6,1.4043903027626854
46,4,JavaScript,245,1,4,12.25,2.270463945910966
0,4,JavaScript,289,8,1,14.45,3.911909523708447
3,0,Java,192,1,2,9.6,3.104394516506546
5,0,Swift,53,5,1,2.65,0.677672713979139
0,0,PHP,25,1,1,1.25,0.2547691810508024
19,1,Python,964,5,6,48.2,14.456577376874929
3,1,Python,173,7,4,8.65,1.2214544178547366
9,9,TypeScript,61,8,2,3.05,0.1
10,0,Kotlin,303,3,1,15.15,6.5456119281778795
1,0,Scala,300,0,1,15.0,4.107504937150399
8,0,Python,120,3,2,6.0,3.6336130602378827
2,0,Go,233,13,2,11.65,3.4372430914325105
264,74,Python,2005,18,10,100.25,32.11658209746571
4,4,C++,602,3,2,30.1,9.24517334940835
4,0,C,1491,4,4,74.55,20.533354401326836
14,4,Java,406,2,2,20.3,7.243818559535135
9,0,Python,104,0,2,5.2,1.1830361028365697
21,0,Go,101,18,4,5.05,1.1569491842028492
3,0,TypeScript,64,4,2,3.2,1.6140191824788106
33,8,PHP,202,4,6,10.1,1.6136419487990645
43,5,TypeScript,674,4,8,33.7,10.75687576750224
26,0,Kotlin,317,4,2,15.85,4.506683197160093
26,1,JavaScript,3602,6,9,180.1,56.58914696262485
6,0,Python,41,2,1,2.05,2.8437243126390497
0,3,JavaScript,23,1,1,1.15,0.1
0,5,Python,273,5,1,13.65,4.00781761313083
7,5,JavaScript,23,8,2,1.15,2.1362379034412937
7,0,C++,322,0,3,16.1,3.7557114097174074
6,6,Python,95,3,3,4.75,1.9153047099082716
36,0,Python,311,4,2,15.55,3.3967684702598397
33,19,Python,1302,14,4,65.1,18.54339892819934
3,0,Python,71,5,2,3.55,0.1
6,0,Kotlin,50,3,3,2.5,1.0029621473318349
7,8,Shell,219,11,3,10.95,2.775939028740047
6,0,Python,106,15,5,5.3,0.10470035148264678
4,1,Ruby,326,1,4,16.3,4.861237065247249
5,0,C#,865,2,4,43.25,13.162316509910433
0,11,R,249,2,1,12.45,2.8193993840230536
24,11,TypeScript,923,0,4,46.15,14.096336163999803
59,21,JavaScript,1210,4,5,60.5,18.084580399345704
1,0,Java,31,4,1,1.55,0.1
33,7,Kotlin,353,4,7,17.65,5.302236999326317
6,1,C#,986,32,4,49.3,16.30928758474598
1264,303,Java,6342,61,15,317.1,102.49275375510979
8,0,JavaScript,278,0,2,13.9,4.721670419420164
240,79,C#,177,1,5,8.85,2.0747852224129004
33,0,Kotlin,829,12,4,41.45,11.878815209708456
1,0,TypeScript,83,2,1,4.15,1.9092669035701002
6,0,C++,270,0,2,13.5,4.592956353897081
7,2,TypeScript,112,1,4,5.6,1.4995065766876512
107,22,Java,1077,9,10,53.85,17.01463783623002
3,3,Java,83,1,1,4.15,0.1
7,0,Ruby,435,4,4,21.75,5.5720898735594595
21,10,Julia,111,1,4,5.55,0.7004700021441265
0,7,Java,27,2,1,1.35,0.1
70,12,TypeScript,934,6,9,46.7,14.553123156966413
12,14,TypeScript,1589,7,6,79.45,24.681192425918063
0,5,Python,151,8,1,7.55,2.3423902800191234
2,11,JavaScript,77,1,1,3.85,0.9883670604944943
139,18,Python,2290,6,7,114.5,34.594165914644144
3,0,TypeScript,1045,7,3,52.25,13.568199214082334
11,0,Python,42,1,1,2.1,0.1
3,0,TypeScript,1074,2,3,53.7,15.9856106378278
10,0,PHP,194,12,1,9.7,2.3225383896311125
7,0,JavaScript,805,1,2,40.25,13.048991878567234
12,8,Rust,384,9,5,19.2,5.67544035707708
26,0,C,816,12,5,40.8,11.525177968751883
111,25,Go,673,11,9,33.65,9.276560115430941
4,11,JavaScript,331,11,2,16.55,5.506455892190978
0,0,TypeScript,100,9,1,5.0,0.11143912644529252
43,10,Go,967,1,11,48.35,14.299675568459632
82,3,Java,433,3,10,21.65,6.641571746203497
15,8,Python,318,5,5,15.9,4.302545813647854
5,0,Java,362,5,2,18.1,5.17337403198398
25,3,Go,655,10,6,32.75,9.16287284733761
19,8,JavaScript,473,2,7,23.65,7.678353709982712
2,0,Rust,91,5,2,4.55,3.2084295147972925
5,0,Python,75,9,1,3.75,0.7218152320368076
9,7,JavaScript,74,11,5,3.7,0.7836174656875737
7,0,PHP,53,1,2,2.65,1.4730935388673423
33,8,JavaScript,52,3,6,2.6,0.14727573675910322
8,4,Rust,2035,2,5,101.75,32.64847694012521
29,7,TypeScript,948,6,9,47.4,14.849828631113494
35,23,JavaScript,547,5,2,27.35,10.64552270594081
0,3,C,96,10,1,4.8,2.758845613132366
0,0,TypeScript,199,4,1,9.95,2.587062695186504
3,3,JavaScript,80,3,3,4.0,0.1
12,2,C,254,5,2,12.7,2.8604200028100193
3,0,C#,86,2,1,4.3,1.4749205437020678
3,2,C++,29,2,1,1.45,0.445738224143409
11,0,Python,280,8,5,14.0,4.600106108104016
0,1,Python,110,11,1,5.5,1.518949346021338
16,0,Rust,287,1,4,14.35,3.9876897954419706
9,0,JavaScript,463,1,2,23.15,5.014629913877341
2,5,JavaScript,309,0,2,15.45,5.318216468903786
4,0,Ruby,117,12,1,5.85,0.24608067189659866
1495,317,JavaScript,716,9,7,35.8,11.474673895782324
127,9,Python,1281,3,12,64.05,19.031444707494625
154,25,Python,422,2,2,21.1,8.607176021461857
13,0,Java,138,2,1,6.9,2.5397998992467876
6,5,Rust,110,0,4,5.5,2.191309466223113
3,6,Kotlin,210,0,1,10.5,2.8692839186619135
0,0,Python,229,1,1,11.45,3.472069324364776
21,0,JavaScript,6,12,1,0.3,0.1
0,0,Java,221,2,1,11.05,3.21022880578913
8,4,TypeScript,821,5,3,41.05,11.104455220146086
72,2,Java,468,9,11,23.4,6.086331894101165
7,0,C,266,8,1,13.3,3.722622114109622
0,0,Go,53,5,1,2.65,2.9566778601677552
53,7,TypeScript,175,0,2,8.75,2.6625302609427854
0,0,Lua,42,9,1,2.1,0.6228731681406282
14,0,Python,22,6,2,1.1,0.1
1,1,Shell,9,3,1,0.45,0.39737832228675957
5,0,Java,457,0,2,22.85,6.624085348241271
4,2,Java,44,2,1,2.2,0.1
5,1,C,297,10,3,14.85,5.588233130209341
1,5,Java,119,0,1,5.95,4.262741254192664
3,0,TypeScript,89,0,2,4.45,1.1310925151258242
7,2,JavaScript,42,4,3,2.1,3.1513403107743176
5,3,Rust,74,7,1,3.7,0.1
2,0,Go,451,9,3,22.55,9.09099338282629
51,19,JavaScript,200,5,4,10.0,4.512074672445608
76,15,C++,707,2,2,35.35,13.002741883988389
125,22,Rust,2399,6,9,119.95,35.43345762251457
2,0,TypeScript,72,0,2,3.6,1.6899001722897082
4,0,Python,29,11,2,1.45,1.3782494975130462
69,14,Java,1255,14,11,62.75,22.134620240554597
566,106,Python,217,24,4,10.85,4.598825953562621
1,0,Python,162,9,1,8.1,1.4567946660459312
14,0,TypeScript,624,6,5,31.2,7.728604687490358
1,0,Python,204,5,1,10.2,0.8252487700788542
16,0,JavaScript,64,7,1,3.2,0.1
7,2,Rust,1177,3,4,58.85,16.075948680523215
81,29,JavaScript,1381,2,10,69.05,22.6400496050614
0,0,R,406,10,1,20.3,6.399463796443343
3,6,C,154,0,1,7.7,2.634839754306676
11,0,Go,722,6,4,36.1,12.230287375941028
1,0,Dart,2,3,1,0.1,0.1
6,0,Kotlin,178,1,3,8.9,2.5840005431003252
2,7,JavaScript,92,2,2,4.6,3.157959140974645
24,2,C#,130,4,2,6.5,2.27047892379231
36,0,Python,801,7,8,40.05,13.040821678596771
0,4,C++,164,8,1,8.2,0.5743461282809075
16,13,Java,839,1,4,41.95,12.28299553713351
12,1,Python,1101,12,5,55.05,16.56316258558636
5,0,JavaScript,34,2,3,1.7,0.8052177602811523
20,8,Dart,110,6,3,5.5,0.1
64,24,JavaScript,98,7,7,4.9,2.1127610375996846
16,5,JavaScript,358,4,1,17.9,5.711039211858797
1,0,JavaScript,60,12,1,3.0,1.9655109990719852
0,3,Java,115,2,1,5.75,1.0021014618518491
7,3,Swift,80,21,2,4.0,1.4790462911246465
8,0,Ruby,442,5,3,22.1,7.2368859300086665
3,7,TypeScript,121,2,2,6.05,1.0467502102749378
1,2,JavaScript,44,12,1,2.2,1.8953285965798208
5,7,Python,203,10,3,10.15,3.810224845349041
1,0,Java,255,8,1,12.75,4.448183877168528
3,2,PHP,146,0,2,7.3,1.3127135583271201
2,0,C#,486,1,2,24.3,5.089851853583714
2,1,TypeScript,141,7,1,7.05,3.135636776192783
3,8,Go,187,17,3,9.35,3.517070727611815
1,0,TypeScript,381,6,1,19.05,5.886742371655769
139,3,Go,1131,4,9,56.55,16.323242422753363
1,4,Java,169,8,2,8.45,2.3764540982214006
7,0,C++,540,0,4,27.0,9.09459531905013
206,67,Java,3094,14,8,154.7,48.55387492047445
4,0,Shell,494,0,2,24.7,5.2423206192633724
135,41,TypeScript,83,5,4,4.15,0.1
228,22,Python,1196,2,11,59.8,19.93519430759234
29,10,JavaScript,1058,1,6,52.9,16.01341655076416
0,0,Java,257,14,1,12.85,4.462670937942339
4,15,Go,205,4,1,10.25,3.9318970059342897
24,9,Go,343,17,7,17.15,6.580309433704061
3,0,C#,117,12,1,5.85,1.7102598765638426
0,1,JavaScript,15,7,1,0.75,0.1
0,2,C++,66,11,1,3.3,1.2399948433496684
5,6,C++,282,2,4,14.1,2.975581854419877
9,7,TypeScript,157,1,2,7.85,3.430846753515784
6,0,TypeScript,327,4,3,16.35,4.2445578457172815
26,0,Python,455,2,8,22.75,5.457295144622647
51,8,TypeScript,367,13,7,18.35,3.7469319422569827
1,0,PHP,29,4,1,1.45,0.1
7,7,C,585,4,5,29.25,8.77495141251015
1,0,Go,159,6,2,7.95,2.2676462305583907
139,16,JavaScript,112,0,4,5.6,0.39469657803316704
27,4,C++,596,4,5,29.8,9.440034917555167
21,1,C#,157,3,4,7.85,1.5665158249891906
81,12,JavaScript,875,1,2,43.75,11.93036455478305
4,4,Swift,217,2,2,10.85,3.306160019698004
10,0,Python,52,8,5,2.6,1.3563350579123905
109,31,Python,1697,4,12,84.85,26.397985130946843
37,8,Python,1437,5,9,71.85,22.732692450263094
30,1,Python,54,1,1,2.7,1.8360391192322254
2,0,Kotlin,184,0,1,9.2,2.956672997367394
0,0,TypeScript,31,0,1,1.55,0.9414986896459365
1,0,JavaScript,173,4,1,8.65,2.4286240914604402
1,3,TypeScript,237,0,2,11.85,1.5708126979033543
26,2,TypeScript,799,7,4,39.95,12.90364949009128
61,19,JavaScript,435,13,6,21.75,6.688703638422156
6,1,Python,198,3,3,9.9,3.028232007914643
8,3,Rust,583,3,5,29.15,9.474282992683735
0,0,Python,60,0,1,3.0,0.1588513546370136
31,1,Ruby,1160,8,5,58.0,17.077655828724293
66,15,JavaScript,2110,3,10,105.5,32.22082274459837
18,3,C#,211,3,3,10.55,1.1268715230794715
6,8,PHP,66,1,2,3.3,0.6508248722481282
4,0,Python,1395,0,4,69.75,17.786504211931323
27,2,Python,748,12,4,37.4,11.75487053205295
1,0,Shell,49,8,1,2.45,3.919905090158159
2,0,Java,27,0,1,1.35,0.1
6,7,Rust,621,4,5,31.05,9.326225858157395
4,5,Python,60,1,3,3.0,0.6559839785773076
6,1,JavaScript,72,0,5,3.6,1.1256237355937089
4,2,Java,773,0,4,38.65,9.537644111918786
19,3,Scala,556,2,7,27.8,7.377280322719049
4,5,JavaScript,50,9,1,2.5,0.1
46,17,Ruby,964,13,6,48.2,14.269757115090993
2,3,C++,410,11,1,20.5,5.952139231065147
16,4,Python,555,4,5,27.75,6.631162138225181
0,0,JavaScript,29,5,1,1.45,0.7403929905927821
20,4,JavaScript,163,0,4,8.15,0.8126837707762873
